make,model,year,price,miles,city,state,vin,trim,exterior_color,condition,engine,transmission,drive_train,fuel_type,body_type,doors,cylinders,horsepower,highway_mpg,city_mpg,car_age,miles_per_year,avg_price_model,price_vs_market,data_source
Honda,Accord,2020,29668,77607,Guadalajara,MX,SCRAPED2020777774,Base,White,Excellent,3.5L V6,CVT,FWD,Hybrid,Sedan,4,8,350,23,15,4,19401.75,24268.2,5399.799999999999,scraping
Toyota,Highlander,2021,29161,147876,Guadalajara,MX,SCRAPED2021380444,LX,Blue,Excellent,2.5L 4-Cylinder,Manual,FWD,Diesel,Sedan,4,4,383,35,17,3,49292.0,23365.428571428572,5795.5714285714275,scraping
Chevrolet,Malibu,2021,49309,33061,Guadalajara,MX,SCRAPED2021728518,EX,Gray,Good,3.0L Diesel,Manual,AWD,Gasoline,Hatchback,4,8,371,27,21,3,11020.333333333334,31844.458333333332,17464.541666666668,scraping
Kia,Sportage,2023,38093,67941,Guadalajara,MX,SCRAPED2023341897,Base,Silver,Excellent,3.5L V6,Automatic,RWD,Gasoline,Sedan,2,8,167,29,21,1,67941.0,25350.57894736842,12742.42105263158,scraping
Volkswagen,Jetta,2020,27818,90589,Guadalajara,MX,SCRAPED2020801064,LX,Gray,Good,2.0L Turbo,Manual,RWD,Diesel,SUV,4,4,330,27,25,4,22647.25,24905.565217391304,2912.434782608696,scraping
BMW,5 Series,2019,55003,28733,Guadalajara,MX,SCRAPED2019570589,EX,Silver,Good,3.5L V6,CVT,RWD,Diesel,Truck,4,8,184,32,15,5,5746.6,48771.92857142857,6231.0714285714275,scraping
Toyota,RAV4,2021,35492,74336,Guadalajara,MX,SCRAPED2021611716,LX,White,Fair,2.5L 4-Cylinder,CVT,AWD,Hybrid,Truck,4,6,332,21,17,3,24778.666666666668,25440.3,10051.7,scraping
Honda,CR-V,2023,41054,46869,Guadalajara,MX,SCRAPED2023991882,Premium,Red,Good,3.0L Diesel,Automatic,AWD,Hybrid,Truck,2,6,253,29,24,1,46869.0,24872.04761904762,16181.952380952382,scraping
Mercedes-Benz,E-Class,2022,56271,132755,Guadalajara,MX,SCRAPED2022720755,Limited,Gray,Fair,2.5L 4-Cylinder,CVT,AWD,Diesel,Truck,4,4,197,25,16,2,66377.5,46445.807692307695,9825.192307692305,scraping
Ford,Explorer,2023,44217,75155,Guadalajara,MX,SCRAPED2023218869,Limited,Blue,Fair,2.5L 4-Cylinder,Manual,RWD,Gasoline,Truck,4,6,388,22,21,1,75155.0,28610.666666666668,15606.333333333332,scraping
Chevrolet,Malibu,2019,36826,24896,Guadalajara,MX,SCRAPED2019910424,Limited,Gray,Excellent,2.5L 4-Cylinder,CVT,FWD,Diesel,Hatchback,2,4,396,32,17,5,4979.2,31844.458333333332,4981.541666666668,scraping
BMW,X3,2020,50358,89131,Guadalajara,MX,SCRAPED2020830029,Premium,Blue,Very Good,3.5L V6,CVT,FWD,Hybrid,Truck,2,6,208,20,19,4,22282.75,47162.681818181816,3195.318181818184,scraping
Hyundai,Elantra,2021,38881,10867,Guadalajara,MX,SCRAPED2021685169,LX,Blue,Very Good,3.0L Diesel,CVT,AWD,Hybrid,Hatchback,2,4,331,26,16,3,3622.3333333333335,24270.041666666668,14610.958333333332,scraping
Mercedes-Benz,GLC,2020,49574,141401,Guadalajara,MX,SCRAPED2020288382,LX,Black,Very Good,2.0L Turbo,CVT,RWD,Hybrid,Sedan,4,6,226,25,23,4,35350.25,46112.3,3461.699999999997,scraping
Mercedes-Benz,E-Class,2019,50576,141108,Guadalajara,MX,SCRAPED2019363839,EX,Red,Excellent,3.5L V6,Automatic,FWD,Gasoline,SUV,2,4,181,26,24,5,28221.6,46445.807692307695,4130.192307692305,scraping
Audi,A6,2019,47582,60378,Guadalajara,MX,SCRAPED2019165742,Premium,Blue,Good,2.0L Turbo,CVT,FWD,Gasoline,Sedan,4,6,367,28,17,5,12075.6,42394.47826086957,5187.521739130432,scraping
Audi,A6,2021,54292,82069,Guadalajara,MX,SCRAPED2021209138,LX,Gray,Fair,2.5L 4-Cylinder,Automatic,RWD,Diesel,SUV,2,6,395,34,17,3,27356.333333333332,42394.47826086957,11897.521739130432,scraping
Nissan,Altima,2019,28297,149045,Guadalajara,MX,SCRAPED2019829982,LX,Blue,Excellent,2.5L 4-Cylinder,Automatic,FWD,Diesel,Hatchback,2,6,212,33,24,5,29809.0,24909.2,3387.7999999999993,scraping
Nissan,Rogue,2019,29823,16880,Guadalajara,MX,SCRAPED2019312693,Premium,Gray,Very Good,3.0L Diesel,Manual,RWD,Gasoline,Truck,4,4,176,24,24,5,3376.0,24736.576923076922,5086.423076923078,scraping
Mercedes-Benz,GLE,2020,52510,112277,Guadalajara,MX,SCRAPED2020908106,Limited,Silver,Good,2.5L 4-Cylinder,Manual,AWD,Hybrid,Truck,2,4,309,30,22,4,28069.25,47390.76,5119.239999999998,scraping
Hyundai,Sonata,2021,36735,106556,Guadalajara,MX,SCRAPED2021179167,EX,Blue,Fair,2.5L 4-Cylinder,Manual,AWD,Gasoline,SUV,2,4,154,30,16,3,35518.666666666664,27014.347826086956,9720.652173913044,scraping
Audi,Q5,2021,52086,125792,Guadalajara,MX,SCRAPED2021458528,Base,Black,Excellent,3.0L Diesel,Automatic,FWD,Diesel,SUV,2,6,258,29,21,3,41930.666666666664,45476.92307692308,6609.076923076922,scraping
Nissan,Sentra,2020,30185,95664,Guadalajara,MX,SCRAPED2020722429,EX,Black,Good,2.0L Turbo,Manual,RWD,Gasoline,Truck,4,8,370,35,18,4,23916.0,21778.217391304348,8406.782608695652,scraping
Hyundai,Santa Fe,2021,30852,83762,Guadalajara,MX,SCRAPED2021822135,Limited,Blue,Excellent,2.5L 4-Cylinder,Manual,RWD,Diesel,Truck,2,8,372,23,18,3,27920.666666666668,23741.354838709678,7110.645161290322,scraping
BMW,X3,2021,52064,77266,Guadalajara,MX,SCRAPED2021614134,EX,Silver,Good,2.0L Turbo,Automatic,AWD,Hybrid,SUV,2,6,358,21,17,3,25755.333333333332,47162.681818181816,4901.318181818184,scraping
Nissan,Altima,2019,30218,49777,Guadalajara,MX,SCRAPED2019442250,Base,Blue,Fair,2.0L Turbo,Manual,AWD,Gasoline,SUV,2,6,356,35,25,5,9955.4,24909.2,5308.799999999999,scraping
Hyundai,Sonata,2022,33918,57034,Guadalajara,MX,SCRAPED2022545547,EX,Gray,Fair,3.5L V6,CVT,FWD,Gasoline,Truck,2,8,224,24,25,2,28517.0,27014.347826086956,6903.652173913044,scraping
Volkswagen,Tiguan,2019,30720,78931,Guadalajara,MX,SCRAPED2019283182,EX,Red,Fair,3.5L V6,CVT,RWD,Diesel,Truck,2,4,276,20,22,5,15786.2,25830.10714285714,4889.892857142859,scraping
Ford,F-150,2023,41074,143471,Guadalajara,MX,SCRAPED2023838497,EX,Gray,Fair,3.5L V6,CVT,RWD,Gasoline,Truck,2,4,202,30,16,1,143471.0,29563.739130434784,11510.260869565216,scraping
Honda,Civic,2021,32301,127072,Guadalajara,MX,SCRAPED2021594443,Premium,Blue,Good,2.0L Turbo,CVT,RWD,Diesel,Truck,4,8,363,24,25,3,42357.333333333336,28659.869565217392,3641.130434782608,scraping
Ford,Explorer,2021,37783,83793,Guadalajara,MX,SCRAPED2021961297,Limited,Red,Very Good,3.0L Diesel,CVT,RWD,Gasoline,Truck,4,8,191,21,17,3,27931.0,28610.666666666668,9172.333333333332,scraping
Honda,Accord,2022,32690,104375,Guadalajara,MX,SCRAPED2022636973,Limited,Gray,Excellent,3.5L V6,Manual,FWD,Gasoline,SUV,2,6,164,22,21,2,52187.5,24268.2,8421.8,scraping
Chevrolet,Malibu,2023,42446,94711,Guadalajara,MX,SCRAPED2023215075,Base,Gray,Fair,2.0L Turbo,Manual,FWD,Hybrid,Hatchback,4,4,253,24,22,1,94711.0,31844.458333333332,10601.541666666668,scraping
Toyota,RAV4,2019,32746,109347,Guadalajara,MX,SCRAPED2019711347,Limited,Red,Good,2.0L Turbo,Manual,FWD,Hybrid,Sedan,2,8,274,20,19,5,21869.4,25440.3,7305.700000000001,scraping
Kia,Sorento,2023,39752,109845,Guadalajara,MX,SCRAPED2023336664,Limited,Silver,Excellent,2.0L Turbo,CVT,AWD,Diesel,Hatchback,2,8,231,23,22,1,109845.0,23563.17391304348,16188.82608695652,scraping
Ford,F-150,2023,43383,92881,Guadalajara,MX,SCRAPED2023743486,Limited,Black,Very Good,3.0L Diesel,Automatic,RWD,Gasoline,Sedan,2,6,213,30,15,1,92881.0,29563.739130434784,13819.260869565216,scraping
Honda,Civic,2020,35197,49648,Guadalajara,MX,SCRAPED2020224443,Premium,Silver,Fair,3.5L V6,CVT,FWD,Diesel,SUV,2,6,217,21,25,4,12412.0,28659.869565217392,6537.130434782608,scraping
Kia,Sportage,2022,34255,75264,Guadalajara,MX,SCRAPED2022678658,Base,Silver,Very Good,2.5L 4-Cylinder,Manual,RWD,Hybrid,SUV,4,4,180,31,17,2,37632.0,25350.57894736842,8904.42105263158,scraping
Audi,A4,2023,56918,84101,Guadalajara,MX,SCRAPED2023802106,EX,White,Very Good,2.0L Turbo,Manual,AWD,Gasoline,Truck,4,6,194,22,18,1,84101.0,43616.8,13301.199999999997,scraping
Toyota,Corolla,2019,28171,34801,Guadalajara,MX,SCRAPED2019932940,Premium,Black,Good,3.5L V6,CVT,FWD,Gasoline,SUV,2,4,250,31,25,5,6960.2,22425.5,5745.5,scraping
Toyota,Highlander,2019,23192,143181,Guadalajara,MX,SCRAPED2019623209,Limited,White,Fair,3.0L Diesel,CVT,AWD,Hybrid,Sedan,2,4,178,27,15,5,28636.2,23365.428571428572,-173.42857142857247,scraping
Chevrolet,Tahoe,2023,40955,63367,Guadalajara,MX,SCRAPED2023246838,Premium,White,Excellent,2.5L 4-Cylinder,Manual,AWD,Diesel,Truck,4,6,320,29,22,1,63367.0,25317.0,15638.0,scraping
Hyundai,Santa Fe,2022,34326,139407,Guadalajara,MX,SCRAPED2022466632,Base,Blue,Excellent,2.0L Turbo,CVT,RWD,Gasoline,Truck,2,6,318,29,16,2,69703.5,23741.354838709678,10584.645161290322,scraping
Chevrolet,Equinox,2020,39107,60614,Guadalajara,MX,SCRAPED2020968398,Premium,Red,Very Good,2.0L Turbo,Automatic,AWD,Diesel,Hatchback,2,8,355,32,15,4,15153.5,28386.823529411766,10720.176470588234,scraping
BMW,X5,2021,57364,60758,Guadalajara,MX,SCRAPED2021640100,Base,Gray,Good,2.0L Turbo,Manual,AWD,Hybrid,SUV,4,6,364,34,16,3,20252.666666666668,45377.85,11986.150000000001,scraping
Volkswagen,Passat,2023,35596,125218,Guadalajara,MX,SCRAPED2023561193,LX,Black,Fair,3.5L V6,CVT,FWD,Diesel,Truck,4,4,325,35,21,1,125218.0,25221.53846153846,10374.461538461539,scraping
Volkswagen,Jetta,2022,28184,131028,Guadalajara,MX,SCRAPED2022192250,Limited,Black,Very Good,3.5L V6,CVT,FWD,Gasoline,Truck,4,6,214,21,20,2,65514.0,24905.565217391304,3278.434782608696,scraping
Chevrolet,Malibu,2021,42101,39824,Guadalajara,MX,SCRAPED2021164860,Premium,Red,Excellent,3.5L V6,CVT,AWD,Hybrid,Hatchback,2,6,288,31,22,3,13274.666666666666,31844.458333333332,10256.541666666668,scraping
Honda,Accord,2020,28517,138001,Guadalajara,MX,SCRAPED2020298706,Premium,Red,Fair,2.5L 4-Cylinder,CVT,FWD,Diesel,Hatchback,4,4,232,35,25,4,34500.25,24268.2,4248.799999999999,scraping
Ford,Explorer,2020,36857,103507,Guadalajara,MX,SCRAPED2020465452,Premium,Gray,Good,3.5L V6,Manual,FWD,Gasoline,Truck,2,8,230,23,18,4,25876.75,28610.666666666668,8246.333333333332,scraping
Audi,Q5,2022,55626,58223,Guadalajara,MX,SCRAPED2022575859,EX,Gray,Good,3.0L Diesel,Manual,FWD,Hybrid,SUV,4,6,159,24,20,2,29111.5,45476.92307692308,10149.076923076922,scraping
Volkswagen,Tiguan,2021,35564,14875,Guadalajara,MX,SCRAPED2021927918,LX,Red,Good,3.0L Diesel,Manual,FWD,Gasoline,Sedan,2,4,391,29,22,3,4958.333333333333,25830.10714285714,9733.892857142859,scraping
Nissan,Rogue,2023,36159,115174,Guadalajara,MX,SCRAPED2023850534,LX,White,Fair,2.5L 4-Cylinder,Manual,RWD,Diesel,Hatchback,2,6,350,20,19,1,115174.0,24736.576923076922,11422.423076923078,scraping
Nissan,Altima,2020,33322,83193,Guadalajara,MX,SCRAPED2020551785,EX,Silver,Very Good,3.0L Diesel,Automatic,RWD,Diesel,Sedan,2,6,234,27,19,4,20798.25,24909.2,8412.8,scraping
Ford,F-150,2022,42197,65731,Guadalajara,MX,SCRAPED2022231762,Base,Gray,Fair,2.0L Turbo,Manual,RWD,Gasoline,Hatchback,4,4,386,32,19,2,32865.5,29563.739130434784,12633.260869565216,scraping
Mercedes-Benz,GLC,2022,61338,31896,Guadalajara,MX,SCRAPED2022980960,Limited,White,Good,2.5L 4-Cylinder,Manual,RWD,Hybrid,Truck,2,8,284,30,18,2,15948.0,46112.3,15225.699999999997,scraping
Mercedes-Benz,GLE,2019,44309,89986,Guadalajara,MX,SCRAPED2019356620,Limited,Silver,Very Good,2.5L 4-Cylinder,CVT,RWD,Gasoline,Sedan,4,8,339,32,21,5,17997.2,47390.76,-3081.760000000002,scraping
Kia,Sorento,2019,28887,30843,Guadalajara,MX,SCRAPED2019638702,EX,Blue,Very Good,3.0L Diesel,Automatic,AWD,Hybrid,Truck,4,4,400,25,16,5,6168.6,23563.17391304348,5323.82608695652,scraping
Volkswagen,Tiguan,2022,34118,70849,Guadalajara,MX,SCRAPED2022522543,Base,White,Fair,3.5L V6,Manual,FWD,Gasoline,SUV,4,6,268,33,16,2,35424.5,25830.10714285714,8287.892857142859,scraping
Hyundai,Elantra,2023,37408,61349,Guadalajara,MX,SCRAPED2023299430,Premium,Black,Very Good,3.0L Diesel,CVT,RWD,Diesel,SUV,2,6,392,33,25,1,61349.0,24270.041666666668,13137.958333333332,scraping
Mercedes-Benz,GLE,2022,57517,54703,Guadalajara,MX,SCRAPED2022938519,Premium,Blue,Fair,3.0L Diesel,Automatic,RWD,Gasoline,SUV,4,8,220,34,19,2,27351.5,47390.76,10126.239999999998,scraping
Kia,Sportage,2020,33653,89041,Guadalajara,MX,SCRAPED2020916417,Limited,White,Very Good,3.0L Diesel,Automatic,RWD,Gasoline,Hatchback,4,4,357,26,21,4,22260.25,25350.57894736842,8302.42105263158,scraping
Nissan,Rogue,2023,32127,138564,Guadalajara,MX,SCRAPED2023751852,EX,White,Excellent,2.0L Turbo,CVT,RWD,Diesel,Sedan,2,6,228,23,24,1,138564.0,24736.576923076922,7390.423076923078,scraping
Chevrolet,Malibu,2022,36262,67925,Guadalajara,MX,SCRAPED2022745389,Base,Silver,Excellent,2.5L 4-Cylinder,Automatic,FWD,Gasoline,Truck,4,8,294,22,17,2,33962.5,31844.458333333332,4417.541666666668,scraping
Nissan,Sentra,2023,26313,137475,Guadalajara,MX,SCRAPED2023942104,Limited,Black,Very Good,3.5L V6,Automatic,FWD,Hybrid,SUV,2,6,307,35,23,1,137475.0,21778.217391304348,4534.782608695652,scraping
Mercedes-Benz,E-Class,2015,41031,72879,Monterrey,MX,SCRAPED2015391235,LX,Red,Good,3.0L Diesel,Automatic,AWD,Gasoline,Sedan,4,8,286,32,23,9,8097.666666666667,46445.807692307695,-5414.807692307695,scraping
Hyundai,Tucson,2010,13647,70582,Monterrey,MX,SCRAPED2010853124,EX,Gray,Excellent,2.0L Turbo,Automatic,RWD,Hybrid,SUV,4,6,235,28,25,14,5041.571428571428,23820.75,-10173.75,scraping
Audi,A6,2012,34853,73050,Monterrey,MX,SCRAPED2012455320,Limited,White,Excellent,2.5L 4-Cylinder,Manual,AWD,Diesel,Hatchback,4,4,345,29,21,12,6087.5,42394.47826086957,-7541.478260869568,scraping
Honda,Civic,2010,10926,54482,Monterrey,MX,SCRAPED2010399499,Base,Blue,Very Good,3.0L Diesel,CVT,FWD,Gasoline,Truck,4,6,302,25,22,14,3891.5714285714284,28659.869565217392,-17733.869565217392,scraping
Nissan,Sentra,2012,11874,58854,Monterrey,MX,SCRAPED2012829660,Premium,Gray,Very Good,3.0L Diesel,Automatic,RWD,Diesel,Truck,4,6,396,32,19,12,4904.5,21778.217391304348,-9904.217391304348,scraping
Honda,Pilot,2011,12193,131948,Monterrey,MX,SCRAPED2011150919,LX,Gray,Very Good,3.0L Diesel,CVT,AWD,Gasoline,SUV,4,8,206,28,20,13,10149.846153846154,20042.933333333334,-7849.933333333334,scraping
Ford,F-150,2014,26838,12878,Monterrey,MX,SCRAPED2014157765,EX,Blue,Fair,2.0L Turbo,Manual,RWD,Diesel,SUV,2,6,348,35,17,10,1287.8,29563.739130434784,-2725.739130434784,scraping
Mercedes-Benz,GLC,2012,29567,129308,Monterrey,MX,SCRAPED2012542600,Premium,White,Good,3.5L V6,CVT,RWD,Gasoline,SUV,4,6,208,24,18,12,10775.666666666666,46112.3,-16545.300000000003,scraping
Honda,Accord,2014,24348,52464,Monterrey,MX,SCRAPED2014482742,LX,Black,Fair,3.0L Diesel,Manual,AWD,Diesel,SUV,2,8,289,35,23,10,5246.4,24268.2,79.79999999999927,scraping
Volkswagen,Atlas,2012,9300,95631,Monterrey,MX,SCRAPED2012234562,LX,Gray,Excellent,2.0L Turbo,Manual,AWD,Gasoline,Hatchback,2,6,169,27,16,12,7969.25,21952.809523809523,-12652.809523809523,scraping
Audi,Q7,2015,40329,130304,Monterrey,MX,SCRAPED2015206940,EX,Blue,Very Good,2.5L 4-Cylinder,Automatic,FWD,Gasoline,SUV,2,8,250,31,15,9,14478.222222222223,43610.3,-3281.300000000003,scraping
Nissan,Sentra,2010,10779,75087,Monterrey,MX,SCRAPED2010338384,EX,Silver,Very Good,3.0L Diesel,Automatic,AWD,Diesel,Sedan,4,8,266,28,25,14,5363.357142857143,21778.217391304348,-10999.217391304348,scraping
Mercedes-Benz,GLC,2012,36088,25144,Monterrey,MX,SCRAPED2012484992,Base,Gray,Excellent,3.5L V6,Manual,AWD,Diesel,Hatchback,4,8,214,27,16,12,2095.3333333333335,46112.3,-10024.300000000003,scraping
Ford,F-150,2013,29676,47722,Monterrey,MX,SCRAPED2013803491,EX,Black,Good,2.0L Turbo,Manual,RWD,Gasoline,Sedan,2,6,266,22,22,11,4338.363636363636,29563.739130434784,112.26086956521613,scraping
Audi,A4,2012,30419,56924,Monterrey,MX,SCRAPED2012698407,LX,White,Very Good,3.0L Diesel,Automatic,FWD,Hybrid,SUV,4,6,258,26,17,12,4743.666666666667,43616.8,-13197.800000000003,scraping
Toyota,Highlander,2014,19832,67284,Monterrey,MX,SCRAPED2014548786,Limited,Silver,Fair,3.0L Diesel,Automatic,FWD,Diesel,Hatchback,2,8,232,23,18,10,6728.4,23365.428571428572,-3533.4285714285725,scraping
Kia,Optima,2014,15663,122574,Monterrey,MX,SCRAPED2014332423,Limited,Red,Fair,3.0L Diesel,CVT,FWD,Gasoline,Truck,4,8,169,33,23,10,12257.4,23576.82608695652,-7913.82608695652,scraping
Chevrolet,Tahoe,2011,10357,148380,Monterrey,MX,SCRAPED2011401469,Base,Gray,Good,3.5L V6,CVT,AWD,Hybrid,SUV,4,6,394,26,22,13,11413.846153846154,25317.0,-14960.0,scraping
Ford,F-150,2015,22998,80705,Monterrey,MX,SCRAPED2015517335,Limited,Black,Excellent,2.5L 4-Cylinder,Automatic,FWD,Gasoline,Hatchback,4,8,160,20,18,9,8967.222222222223,29563.739130434784,-6565.739130434784,scraping
Toyota,Camry,2011,12136,68061,Monterrey,MX,SCRAPED2011779745,LX,Silver,Very Good,2.0L Turbo,Automatic,FWD,Gasoline,Sedan,2,4,223,26,15,13,5235.461538461538,23331.285714285714,-11195.285714285714,scraping
Honda,Accord,2015,21245,126719,Monterrey,MX,SCRAPED2015965685,Premium,Red,Excellent,3.5L V6,CVT,RWD,Gasoline,Sedan,2,8,290,20,25,9,14079.888888888889,24268.2,-3023.2000000000007,scraping
Hyundai,Sonata,2011,14045,45193,Monterrey,MX,SCRAPED2011209507,Base,Red,Fair,3.5L V6,Automatic,FWD,Gasoline,Truck,4,8,294,28,24,13,3476.3846153846152,27014.347826086956,-12969.347826086956,scraping
Nissan,Rogue,2015,24851,44624,Monterrey,MX,SCRAPED2015192418,Base,Black,Good,3.5L V6,Automatic,FWD,Diesel,Truck,2,4,337,21,18,9,4958.222222222223,24736.576923076922,114.42307692307804,scraping
Chevrolet,Equinox,2014,23488,80937,Monterrey,MX,SCRAPED2014994270,EX,Silver,Good,2.0L Turbo,Manual,FWD,Gasoline,Sedan,4,6,344,34,20,10,8093.7,28386.823529411766,-4898.823529411766,scraping
BMW,3 Series,2015,41259,43347,Monterrey,MX,SCRAPED2015354765,Base,White,Good,2.5L 4-Cylinder,CVT,FWD,Hybrid,Sedan,2,6,300,27,22,9,4816.333333333333,45747.42857142857,-4488.4285714285725,scraping
Volkswagen,Passat,2015,23236,39599,Monterrey,MX,SCRAPED2015597231,EX,Silver,Fair,3.5L V6,Automatic,FWD,Hybrid,Sedan,2,8,308,20,18,9,4399.888888888889,25221.53846153846,-1985.538461538461,scraping
Audi,Q5,2013,36621,104861,Monterrey,MX,SCRAPED2013386972,Premium,Black,Excellent,2.5L 4-Cylinder,Manual,RWD,Diesel,SUV,4,8,207,35,24,11,9532.818181818182,45476.92307692308,-8855.923076923078,scraping
Toyota,Corolla,2011,9865,92121,Monterrey,MX,SCRAPED2011706020,LX,Gray,Fair,3.0L Diesel,CVT,AWD,Gasoline,Truck,4,6,362,26,15,13,7086.2307692307695,22425.5,-12560.5,scraping
Hyundai,Elantra,2014,23202,74199,Monterrey,MX,SCRAPED2014252374,EX,Black,Good,2.0L Turbo,Manual,FWD,Gasoline,Hatchback,2,6,278,28,20,10,7419.9,24270.041666666668,-1068.0416666666679,scraping
Nissan,Altima,2015,21870,74973,Monterrey,MX,SCRAPED2015709295,EX,Silver,Excellent,3.0L Diesel,Manual,RWD,Gasoline,Truck,4,4,162,31,25,9,8330.333333333334,24909.2,-3039.2000000000007,scraping
Nissan,Pathfinder,2014,18226,49509,Monterrey,MX,SCRAPED2014505718,Premium,Blue,Fair,2.0L Turbo,Automatic,AWD,Diesel,Hatchback,4,6,236,25,20,10,4950.9,24422.72,-6196.720000000001,scraping
Honda,Civic,2013,18295,25562,Monterrey,MX,SCRAPED2013575142,EX,White,Very Good,3.5L V6,CVT,AWD,Gasoline,SUV,2,8,285,33,24,11,2323.818181818182,28659.869565217392,-10364.869565217392,scraping
Kia,Optima,2011,14079,54162,Monterrey,MX,SCRAPED2011473219,Limited,Black,Excellent,3.0L Diesel,Automatic,FWD,Hybrid,Sedan,2,8,331,25,19,13,4166.307692307692,23576.82608695652,-9497.82608695652,scraping
Kia,Optima,2011,16565,63983,Monterrey,MX,SCRAPED2011611484,Base,Silver,Fair,2.5L 4-Cylinder,Automatic,AWD,Hybrid,SUV,2,4,216,35,17,13,4921.7692307692305,23576.82608695652,-7011.82608695652,scraping
Toyota,Highlander,2015,19205,33852,Monterrey,MX,SCRAPED2015553221,Base,Silver,Fair,3.0L Diesel,Automatic,FWD,Hybrid,Truck,2,4,308,35,22,9,3761.3333333333335,23365.428571428572,-4160.4285714285725,scraping
Kia,Sorento,2010,5000,123112,Monterrey,MX,SCRAPED2010545622,EX,Blue,Good,2.5L 4-Cylinder,CVT,FWD,Diesel,Hatchback,2,8,188,30,16,14,8793.714285714286,23563.17391304348,-18563.17391304348,scraping
Toyota,Camry,2015,12605,105458,Monterrey,MX,SCRAPED2015604213,LX,Red,Fair,3.5L V6,CVT,AWD,Diesel,Hatchback,4,4,229,31,19,9,11717.555555555555,23331.285714285714,-10726.285714285714,scraping
Nissan,Altima,2014,16908,82409,Monterrey,MX,SCRAPED2014469911,Limited,Silver,Excellent,3.0L Diesel,CVT,FWD,Hybrid,SUV,2,4,209,32,25,10,8240.9,24909.2,-8001.200000000001,scraping
Honda,Civic,2015,26375,10563,Monterrey,MX,SCRAPED2015631972,Premium,Gray,Good,3.5L V6,CVT,FWD,Hybrid,Hatchback,2,8,252,30,20,9,1173.6666666666667,28659.869565217392,-2284.869565217392,scraping
Nissan,Rogue,2014,16030,108611,Monterrey,MX,SCRAPED2014709823,EX,Black,Excellent,2.5L 4-Cylinder,Manual,RWD,Gasoline,SUV,4,6,252,35,19,10,10861.1,24736.576923076922,-8706.576923076922,scraping
Mercedes-Benz,C-Class,2015,45812,92678,Monterrey,MX,SCRAPED2015158691,LX,Gray,Excellent,2.5L 4-Cylinder,Automatic,RWD,Diesel,Truck,4,8,167,24,16,9,10297.555555555555,42999.333333333336,2812.6666666666642,scraping
Audi,A6,2011,34091,46653,Monterrey,MX,SCRAPED2011255083,Limited,White,Good,2.0L Turbo,Automatic,AWD,Gasoline,SUV,4,8,382,23,17,13,3588.6923076923076,42394.47826086957,-8303.478260869568,scraping
Volkswagen,Atlas,2010,7891,114655,Monterrey,MX,SCRAPED2010495861,LX,Silver,Good,3.5L V6,Manual,AWD,Gasoline,Truck,4,6,216,21,20,14,8189.642857142857,21952.809523809523,-14061.809523809523,scraping
Nissan,Rogue,2012,13581,77345,Monterrey,MX,SCRAPED2012895890,EX,Black,Excellent,2.0L Turbo,Automatic,AWD,Gasoline,Hatchback,2,4,159,25,18,12,6445.416666666667,24736.576923076922,-11155.576923076922,scraping
Kia,Sorento,2011,13893,41733,Monterrey,MX,SCRAPED2011776494,Limited,Black,Very Good,2.5L 4-Cylinder,CVT,FWD,Diesel,SUV,2,8,269,29,22,13,3210.230769230769,23563.17391304348,-9670.17391304348,scraping
Kia,Sportage,2013,18360,50725,Monterrey,MX,SCRAPED2013979868,LX,Red,Very Good,2.5L 4-Cylinder,Manual,AWD,Diesel,SUV,4,4,202,21,17,11,4611.363636363636,25350.57894736842,-6990.57894736842,scraping
Nissan,Rogue,2011,15443,17609,Monterrey,MX,SCRAPED2011353678,LX,Red,Fair,3.0L Diesel,Automatic,AWD,Gasoline,Truck,4,4,271,24,18,13,1354.5384615384614,24736.576923076922,-9293.576923076922,scraping
Kia,Sportage,2011,13275,82823,Monterrey,MX,SCRAPED2011715120,LX,Blue,Excellent,3.5L V6,Manual,AWD,Gasoline,SUV,4,6,300,35,24,13,6371.0,25350.57894736842,-12075.57894736842,scraping
Audi,Q5,2013,38187,78031,Monterrey,MX,SCRAPED2013508941,LX,Gray,Fair,3.5L V6,CVT,RWD,Gasoline,Sedan,4,8,317,20,16,11,7093.727272727273,45476.92307692308,-7289.923076923078,scraping
Toyota,RAV4,2015,25849,19409,Monterrey,MX,SCRAPED2015905599,Premium,Blue,Fair,3.0L Diesel,Automatic,FWD,Diesel,Sedan,2,4,314,29,16,9,2156.5555555555557,25440.3,408.7000000000007,scraping
Ford,Explorer,2010,10370,103318,Monterrey,MX,SCRAPED2010620881,Base,Gray,Very Good,3.5L V6,Automatic,RWD,Hybrid,Sedan,2,8,303,34,24,14,7379.857142857143,28610.666666666668,-18240.666666666668,scraping
Mercedes-Benz,GLC,2013,36771,104865,Monterrey,MX,SCRAPED2013952093,LX,White,Fair,3.5L V6,Manual,RWD,Diesel,Sedan,2,8,301,30,16,11,9533.181818181818,46112.3,-9341.300000000003,scraping
Honda,Pilot,2011,7135,139707,Monterrey,MX,SCRAPED2011332056,EX,Silver,Very Good,3.5L V6,Manual,RWD,Hybrid,Truck,2,4,216,22,21,13,10746.692307692309,20042.933333333334,-12907.933333333334,scraping
Audi,A6,2010,28956,98534,Monterrey,MX,SCRAPED2010473789,Base,Red,Fair,2.0L Turbo,Manual,FWD,Hybrid,Truck,2,8,163,23,19,14,7038.142857142857,42394.47826086957,-13438.478260869568,scraping
